"productId","productName","strategy","uiAction","initialUrl","finalUrlOrHost","networkOrFirstData","cancelOrRecovery","status","reason"
"open-webui","Open WebUI","direct-artifact","install-product","https://github.com/open-webui/desktop/releases/download/v0.0.20/open-webui-arm64-setup.exe","github.com","Electron authorized first data 585849 bytes; total=111209602","paused then refresh/retry data 765115 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"jan-desktop","Jan","direct-artifact","install-product","https://github.com/janhq/jan/releases/download/v0.8.4/Jan_0.8.4_x64-setup.exe","github.com","Electron authorized first data 9637 bytes; total=57771664","paused then refresh/retry data 16375 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"cherry-studio","Cherry Studio","download-page","前往官网下载 ↗","https://cherry-ai.com/download","https://www.cherryai.com.cn/download","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"chatbox-desktop","Chatbox","download-page","前往官网下载 ↗","https://chatboxai.app/en/install","https://chatboxai.app/en/install","HTTP 200; first=1379 bytes","external entry only; no login/install","PASS",""
"msty-studio","Msty Studio","direct-artifact","install-product","https://next-assets.msty.studio/app/latest/win/MstyStudio_x64.exe","next-assets.msty.studio","Electron authorized first data 540582 bytes; total=226812352","paused then refresh/retry data 569282 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"msty-go","Msty Go","direct-artifact","install-product","https://go-assets.msty.ai/app/latest/win/MstyGo_x64.exe","go-assets.msty.ai","Electron authorized first data 32772 bytes; total=42706936","paused then refresh/retry data 12290 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"msty-nexus","Msty Nexus","direct-artifact","install-product","https://nexus-assets.msty.ai/app/latest/win/Msty-Nexus_x64.exe","nexus-assets.msty.ai","Electron authorized first data 5467 bytes; total=24571592","paused then refresh/retry data 12303 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"lobehub-desktop","LobeHub","direct-artifact","install-product","https://github.com/lobehub/lobehub/releases/download/v2.2.13/LobeHub-2.2.13-setup.exe","github.com","Electron authorized first data 196608 bytes; total=132344076","paused then refresh/retry data 1910382 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"pieces-for-developers","Pieces for Developers","download-page","前往官网下载 ↗","https://pieces.app/download","https://pieces.app/download","HTTP 404; first=148 bytes","external entry only; no login/install","FAIL","catalog/artifact FAIL: configured official download-page returned HTTP 404 during bounded probe"
"windsurf-editor","Windsurf","download-page","前往官网下载 ↗","https://windsurf.com/","https://devin.ai/desktop","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"warp-windows","Warp","download-page","前往官网下载 ↗","https://www.warp.dev/windows-terminal","https://www.warp.dev/terminal","HTTP 200; first=4090 bytes","external entry only; no login/install","PASS",""
"zed-editor","Zed","direct-artifact","install-product","https://zed.dev/api/releases/stable/1.13.2/Zed-x86_64.exe","zed.dev","Electron authorized first data 2502638 bytes; total=91201584","paused then refresh/retry data 16375 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"raycast-windows","Raycast","store","打开应用商店 ↗","https://get.microsoft.com/installer/download/9PFXXSHC64H3","https://get.microsoft.com/installer/download/9PFXXSHC64H3","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"manus-desktop","Manus","download-page","前往官网下载 ↗","https://manus.im/desktop","https://manus.im/desktop","HTTP 200; first=16384 bytes","external entry only; no login/install","PASS",""
"poe","Poe","download-page","前往官网下载 ↗","https://poe.com/download","","BLOCKED: fetch failed","external entry only; no login/install","BLOCKED","external site/network probe unavailable"
"pinokio-ai-browser","Pinokio","direct-artifact","install-product","https://github.com/pinokiocomputer/pinokio/releases/download/v8.0.40/Pinokio.exe","github.com","Electron authorized first data 327544 bytes; total=128374104","paused then refresh/retry data 409455 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"stability-matrix","Stability Matrix","direct-artifact","install-product","https://github.com/LykosAI/StabilityMatrix/releases/download/v2.16.2/StabilityMatrix-win-x64.zip","github.com","Electron authorized first data 520683 bytes; total=141104015","paused then refresh/retry data 294894 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"intel-ai-playground","AI Playground","direct-artifact","install-product","https://github.com/intel/AI-Playground/releases/download/v3.1.2-beta_hf3/AI-Playground-installer.exe","github.com","Electron authorized first data 832614 bytes; total=213581992","paused then refresh/retry data 830437 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"amd-gaia","GAIA","direct-artifact","install-product","https://github.com/amd/gaia/releases/download/v0.22.0/gaia-agent-ui-0.22.0-x64-setup.exe","github.com","Electron authorized first data 1178839 bytes; total=117167241","paused then refresh/retry data 2042062 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"goose-desktop","Goose Desktop","direct-artifact","install-product","https://github.com/aaif-goose/goose/releases/download/v1.45.0/Goose-win32-x64.zip","github.com","Electron authorized first data 1047484 bytes; total=250678094","paused then refresh/retry data 16375 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"deepchat-desktop","DeepChat","direct-artifact","install-product","https://github.com/ThinkInAIXYZ/deepchat/releases/download/v1.0.9/DeepChat-1.0.9-windows-x64.exe","github.com","Electron authorized first data 1290663 bytes; total=249916624","paused then refresh/retry data 1307038 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"fiveire-desktop","5ire","direct-artifact","install-product","https://github.com/nanbingxyz/5ire/releases/download/v0.15.1/5ire-Setup-0.15.1.exe","github.com","Electron authorized first data 21887 bytes; total=137958946","paused then refresh/retry data 54637 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"browseros-desktop","BrowserOS","download-page","前往官网下载 ↗","https://browseros.com/","https://browseros.com/","HTTP 200; first=424 bytes","external entry only; no login/install","PASS",""
"genspark-claw","Genspark Claw","login-required","登录后下载 ↗","https://www.genspark.ai/download","https://www.genspark.ai/download","HTTP 403; first=457 bytes","external entry only; no login/install","PASS",""
"genspark-ai-browser","Genspark AI Browser","login-required","登录后下载 ↗","https://www.genspark.ai/browser","https://www.genspark.ai/browser","HTTP 403; first=457 bytes","external entry only; no login/install","PASS",""
"genspark-speakly","Speakly","login-required","登录后下载 ↗","https://www.genspark.ai/helpcenter/speakly","https://www.genspark.ai/helpcenter/speakly","HTTP 403; first=457 bytes","external entry only; no login/install","PASS",""
"block-buzz","Buzz","download-page","前往官网下载 ↗","https://block.github.io/buzz/support.html","https://block.github.io/buzz/support.html","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"koboldcpp","KoboldCpp","direct-artifact","install-product","https://github.com/LostRuins/koboldcpp/releases/download/v1.118.1/koboldcpp.exe","github.com","Electron authorized first data 17896 bytes; total=632413210","paused then refresh/retry data 49125 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"deepl-desktop","DeepL","direct-artifact","","","","","","FAIL","client FAIL: one-click download control is missing"
"grammarly-windows","Grammarly","download-page","前往官网下载 ↗","https://www.grammarly.com/desktop/windows","https://www.grammarly.com/desktop/windows","HTTP 200; first=6466 bytes","external entry only; no login/install","PASS",""
"notion-desktop","Notion","no-windows","Notion 网页版 ↗","https://www.notion.com/desktop","https://www.notion.com/desktop","HTTP 200; first=1 bytes","no desktop downloader exposed","PASS",""
"descript-desktop","Descript","download-page","前往官网下载 ↗","https://www.descript.com/download/windows","https://www.descript.com/download/windows","HTTP 200; first=1436 bytes","external entry only; no login/install","PASS",""
"read-desktop","Read Desktop","direct-artifact","install-product","https://desktop.read.ai/installers/windows/x86_64/latest/Read+AI_latest_x64-setup.exe","desktop.read.ai","Electron authorized first data 48735 bytes; total=14308400","paused then refresh/retry data 1973199 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"canva-windows","Canva for Windows","direct-artifact","","","","","","FAIL","client FAIL: one-click download control is missing"
"affinity","Affinity","login-required","登录后下载 ↗","https://www.affinity.studio/","https://www.canva.cn/affinity/","HTTP 403; first=593 bytes","external entry only; no login/install","PASS",""
"wondershare-filmora","Filmora","direct-artifact","","","","","","FAIL","client FAIL: one-click download control is missing"
"wondershare-edrawmax","EdrawMax（万兴图示）","direct-artifact","","","","","","FAIL","client FAIL: one-click download control is missing"
"wondershare-edrawmind","EdrawMind（万兴脑图）","direct-artifact","","","","","","FAIL","client FAIL: one-click download control is missing"
"wondershare-pdfelement","PDFelement（万兴 PDF）","direct-artifact","","","","","","FAIL","client FAIL: one-click download control is missing"
"luminar-neo","Luminar Neo","login-required","登录后下载 ↗","https://skylum.com/luminar-download","https://skylum.com/luminar-download","HTTP 403; first=584 bytes","external entry only; no login/install","PASS",""
"topaz-photo","Topaz Photo","download-page","前往官网下载 ↗","https://www.topazlabs.com/downloads","https://www.topazlabs.com/downloads","HTTP 200; first=1206 bytes","external entry only; no login/install","PASS",""
"topaz-video","Topaz Video","download-page","前往官网下载 ↗","https://www.topazlabs.com/downloads","https://www.topazlabs.com/downloads","HTTP 200; first=1206 bytes","external entry only; no login/install","PASS",""
"topaz-gigapixel","Topaz Gigapixel","download-page","前往官网下载 ↗","https://www.topazlabs.com/downloads","https://www.topazlabs.com/downloads","HTTP 200; first=1206 bytes","external entry only; no login/install","PASS",""
"moises-desktop","Moises Desktop","download-page","前往官网下载 ↗","https://moises.ai/products/moises-desktop-app/","https://moises.ai/products/moises-desktop-app/","HTTP 200; first=1 bytes","external entry only; no login/install","PASS",""
"moises-live","Moises Live","download-page","前往官网下载 ↗","https://moises.ai/products/live/","https://moises.ai/products/live/","HTTP 200; first=1 bytes","external entry only; no login/install","PASS",""
"voicemod-windows","Voicemod","download-page","前往官网下载 ↗","https://www.voicemod.net/","https://www.voicemod.net/","HTTP 206; first=0 bytes","external entry only; no login/install","PASS",""
"lalalai-desktop","LALAL.AI Desktop","download-page","前往官网下载 ↗","https://www.lalal.ai/desktop-app/","https://www.lalal.ai/desktop-app/","HTTP 200; first=15739 bytes","external entry only; no login/install","PASS",""
"otter-desktop","Otter","download-page","前往官网下载 ↗","https://otter.ai/","https://otter.ai/","HTTP 200; first=10839 bytes","external entry only; no login/install","PASS",""
"fireflies-desktop","Fireflies","direct-artifact","","","","","","FAIL","catalog/artifact FAIL: download failed before first data: DOWNLOAD_FAILED 下载服务器返回 404"
"fathom-desktop","Fathom","download-page","前往官网下载 ↗","https://fathom.video/download/win","https://fathom.video/download/win","HTTP 200; first=1141 bytes","external entry only; no login/install","PASS",""
"granola-desktop","Granola","download-page","前往官网下载 ↗","https://www.granola.ai/","https://www.granola.ai/","HTTP 200; first=3552 bytes","external entry only; no login/install","PASS",""
"krisp-desktop","Krisp","login-required","登录后下载 ↗","https://help.krisp.ai/hc/en-us/articles/4420088642460-Install-Krisp-AI-Meeting-Assistant","https://help.krisp.ai/hc/en-us/articles/4420088642460-Install-Krisp-AI-Meeting-Assistant","HTTP 403; first=274 bytes","external entry only; no login/install","PASS",""
"wispr-flow-desktop","Wispr Flow","direct-artifact","install-product","https://dl.wisprflow.ai/windows/latest","dl.wisprflow.ai","Electron authorized first data 73976 bytes; total=349340032","paused then refresh/retry data 21877 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"qihoo360-ai-browser","360 AI 浏览器","direct-artifact","install-product","https://down.360safe.com/se/360se15.3.6440.64.exe","down.360safe.com","Electron authorized first data 245248 bytes; total=185210448","paused then refresh/retry data 310224 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"qihoo360-nami-ai-pc","纳米 AI PC","download-page","前往官网下载 ↗","https://www.n.cn/","https://www.n.cn/","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"qihoo360-ai-office","360 AI 办公","direct-artifact","install-product","https://down.360safe.com/se/360se6_setup.exe","down.360safe.com","Electron authorized first data 359928 bytes; total=160320768","paused then refresh/retry data 818123 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"qihoo360-safe-claw","360 安全龙虾","download-page","前往官网下载 ↗","https://claw.360.cn/","https://claw.360.cn/","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"qihoo360-agent-safe","360 智能体卫士","direct-artifact","install-product","https://dl.360scdn.com/AgentSafe/360AgentSafeSetup.exe","dl.360scdn.com","Electron authorized first data 15992 bytes; total=333807872","paused then refresh/retry data 31945 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"iflytek-sparkdesk","讯飞星火","download-page","前往官网下载 ↗","https://xinghuo.xfyun.cn/app/download","https://xinghuo.xfyun.cn/app/download","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"iflytek-listen","讯飞听见","download-page","前往官网下载 ↗","https://www.iflyrec.com/html/iflyrecAssistant.html","https://www.iflyrec.com/html/iflyrecAssistant.html","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"iflytek-simultaneous","讯飞同传","download-page","前往官网下载 ↗","https://tongchuan.iflyrec.com/download.html","https://tongchuan.iflyrec.com/download.html","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"youdao-lobsterai","有道龙虾","download-page","前往官网下载 ↗","https://lobsterai.youdao.com/","https://lobsterai.youdao.com/","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"youdao-translate","有道翻译","download-page","前往官网下载 ↗","https://fanyi.youdao.com/download/","https://fanyi.youdao.com/download/","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"youdao-note","有道云笔记","direct-artifact","install-product","https://artifact.lx.netease.com/download/ynote-chrome-plugin/YoudaoNoteClipper-chrome.zip","artifact.lx.netease.com","Electron authorized first data 31806 bytes; total=1195509","paused then refresh/retry data 63564 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"laiye-worker","Laiye Worker","direct-artifact","install-product","https://cw-res.laiye.com/update/laiyeworker-latest-win32-x64-setup.exe","cw-res.laiye.com","Electron authorized first data 22740 bytes; total=101982496","paused then refresh/retry data 22740 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"laiye-rpa","来也 RPA","download-page","前往官网下载 ↗","https://laiye.com/product/rpa-platform","https://laiye.com/product/rpa-platform","HTTP 200; first=3841 bytes","external entry only; no login/install","PASS",""
"skywork-desktop","Skywork Desktop","direct-artifact","install-product","https://static-us-img.skywork.ai/desktop-package/skywork-desktop_2.4.0_x64-setup.exe","static-us-img.skywork.ai","Electron authorized first data 54018 bytes; total=49091512","paused then refresh/retry data 105061 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"monica-desktop","Monica","download-page","前往官网下载 ↗","https://monica.im/download","","BLOCKED: fetch failed","external entry only; no login/install","BLOCKED","external site/network probe unavailable"
"wps-office-ai","WPS Office","download-page","前往官网下载 ↗","https://www.wps.cn/","https://www.wps.cn/","HTTP 200; first=4906 bytes","external entry only; no login/install","PASS",""
"xmind-ai","Xmind","direct-artifact","","","","","","FAIL","client FAIL: one-click download control is missing"
"meitu-pc","美图秀秀","direct-artifact","install-product","https://kankan-dl.meitudata.com/V2/1125/KanKan_kk360Setup.exe","kankan-dl.meitudata.com","Electron authorized first data 49152 bytes; total=4469264","paused then refresh/retry data 114688 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"meitu-ultra","美图云修","manual-selector","选择版本下载 ↗","https://ultra.meitu.com/download","https://ultra.meitu.com/download","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"yingdao-rpa","影刀 RPA 6","download-page","前往官网下载 ↗","https://www.yingdao.com/xbot-go-download/","https://www.yingdao.com/xbot-go-download/","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"unity-editor","Unity 6","download-page","前往官网下载 ↗","https://unity.com/download","https://unity.cn/tuanjie/releases?u_release_type=full","HTTP 200; first=3667 bytes","external entry only; no login/install","PASS",""
"sunlogin-windows","向日葵远程控制 Windows 版","download-page","前往官网下载 ↗","https://sunlogin.oray.com/download","https://sunlogin.oray.com/download","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"figma-design","Figma","download-page","前往官网下载 ↗","https://www.figma.com/downloads/","https://www.figma.com/downloads/","HTTP 416; first=49 bytes","external entry only; no login/install","PASS",""
"docker-desktop","Docker Desktop","direct-artifact","","","","","","FAIL","client FAIL: one-click download control is missing"
"linear-workspace","Linear","download-page","前往官网下载 ↗","https://linear.app/download","https://linear.app/download","HTTP 200; first=1260 bytes","external entry only; no login/install","PASS",""
"slack-workspace","Slack","download-page","前往官网下载 ↗","https://slack.com/downloads/windows","https://slack.com/downloads/windows","HTTP 200; first=14210 bytes","external entry only; no login/install","PASS",""
"jetbrains-intellij-idea","IntelliJ IDEA","download-page","前往官网下载 ↗","https://www.jetbrains.com/idea/download/?section=windows","https://www.jetbrains.com/idea/download/?section=windows","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"postman-api-platform","Postman","download-page","前往官网下载 ↗","https://www.postman.com/downloads/","https://www.postman.com/downloads/","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"asana-work-graph","Asana","direct-artifact","","","","","","FAIL","client FAIL: Packaged product row was not available: asana-work-graph"
"blender","Blender","direct-artifact","","","","","","FAIL","catalog/artifact FAIL: download completed at 47,755 bytes before pause although task reserved 536,918,667 bytes; artifact response needs review"
"godot-engine","Godot Engine","download-page","前往官网下载 ↗","https://godotengine.org/download/windows/","https://godotengine.org/download/windows/","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"unreal-engine","Unreal Engine","login-required","登录后下载 ↗","https://www.unrealengine.com/download","https://www.unrealengine.com/download","HTTP 403; first=953 bytes","external entry only; no login/install","PASS",""
"ableton-live","Ableton Live","download-page","前往官网下载 ↗","https://www.ableton.com/en/trial/","https://www.ableton.com/en/trial/","HTTP 200; first=14269 bytes","external entry only; no login/install","PASS",""
"obs-studio","OBS Studio","direct-artifact","install-product","https://cdn-fastly.obsproject.com/downloads/OBS-Studio-32.2.1-Windows-x64-Installer.exe","cdn-fastly.obsproject.com","Electron authorized first data 95723 bytes; total=159828560","paused then refresh/retry data 194000 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"uipath-studio","UiPath Studio","download-page","前往官网下载 ↗","https://www.uipath.com/product/studio","https://www.uipath.com/product/studio","HTTP 200; first=582 bytes","external entry only; no login/install","PASS",""
"adobe-creative-cloud","Adobe Creative Cloud","vendor-bootstrap","获取厂商安装器 ↗","https://www.adobe.com/download/creative-cloud","https://www.adobe.com/download/creative-cloud","HTTP 200; first=12852 bytes","external entry only; no login/install","PASS",""
"adobe-acrobat-reader-ai","Adobe Acrobat Reader","download-page","前往官网下载 ↗","https://www.adobe.com/acrobat/pdf-reader.html","https://www.adobe.com/acrobat/pdf-reader.html","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"adobe-photoshop","Adobe Photoshop","vendor-bootstrap","获取厂商安装器 ↗","https://www.adobe.com/products/photoshop/free-trial-download.html","https://www.adobe.com/products/photoshop/free-trial-download.html","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"adobe-lightroom","Adobe Lightroom","vendor-bootstrap","获取厂商安装器 ↗","https://www.adobe.com/products/photoshop-lightroom/free-trial-download.html","https://www.adobe.com/products/photoshop-lightroom/free-trial-download.html","HTTP 200; first=14202 bytes","external entry only; no login/install","PASS",""
"adobe-premiere","Adobe Premiere","vendor-bootstrap","获取厂商安装器 ↗","https://www.adobe.com/products/premiere/free-trial-download.html","https://www.adobe.com/products/premiere/free-trial-download.html","HTTP 200; first=14270 bytes","external entry only; no login/install","PASS",""
"adobe-illustrator","Adobe Illustrator","vendor-bootstrap","获取厂商安装器 ↗","https://www.adobe.com/products/illustrator/free-trial-download.html","https://www.adobe.com/products/illustrator/free-trial-download.html","HTTP 200; first=14262 bytes","external entry only; no login/install","PASS",""
"autodesk-fusion","Autodesk Fusion","download-page","前往官网下载 ↗","https://www.autodesk.com/products/fusion-360/","https://www.autodesk.com/products/fusion-360/overview","HTTP 200; first=12363 bytes","external entry only; no login/install","PASS",""
"autodesk-autocad","AutoCAD","download-page","前往官网下载 ↗","https://www.autodesk.com/products/autocad/overview","https://www.autodesk.com/products/autocad/overview","HTTP 200; first=12026 bytes","external entry only; no login/install","PASS",""
"autodesk-revit","Revit","download-page","前往官网下载 ↗","https://www.autodesk.com/products/revit/overview/","https://www.autodesk.com/products/revit/overview/","HTTP 200; first=11949 bytes","external entry only; no login/install","PASS",""
"sketchup","SketchUp 2026","download-page","前往官网下载 ↗","https://sketchup.trimble.com/en/download/all","https://www.sketchupchina.com/","HTTP 200; first=7953 bytes","external entry only; no login/install","PASS",""
"trimble-tekla-structures","Tekla Structures","login-required","登录后下载 ↗","https://download.trimble.com/tekla-structures/for-businesses","https://download.trimble.com/tekla-structures/for-businesses","HTTP 200; first=11376 bytes","external entry only; no login/install","PASS",""
"davinci-resolve","DaVinci Resolve","download-page","前往官网下载 ↗","https://www.blackmagicdesign.com/products/davinciresolve","http://www.blackmagicdesign.com/products/davinciresolve","HTTP 200; first=1106 bytes","external entry only; no login/install","PASS",""
"monday-work-management","monday","login-required","登录后下载 ↗","https://support.monday.com/hc/en-us/articles/115005316885-monday-com-s-desktop-app","https://support.monday.com/hc/en-us/articles/115005316885-monday-com-s-desktop-app","HTTP 403; first=264 bytes","external entry only; no login/install","PASS",""
"mongodb-compass","MongoDB Compass","direct-artifact","install-product","https://downloads.mongodb.com/compass/mongodb-compass-1.49.12-win32-x64.exe","downloads.mongodb.com","Electron authorized first data 146090 bytes; total=177253928","paused then refresh/retry data 305690 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"roblox-studio","Roblox Studio","download-page","前往官网下载 ↗","https://create.roblox.com/docs/studio/setup","https://create.roblox.com/docs/studio/setup","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"miro-workspace","Miro","direct-artifact","install-product","https://desktop.miro.com/platforms/win32-nsis-pu/Miro-setup.exe","desktop.miro.com","Electron authorized first data 16907 bytes; total=102789896","paused then refresh/retry data 69074 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"matlab","MATLAB","download-page","前往官网下载 ↗","https://www.mathworks.com/products/matlab.html","https://www.mathworks.com/products/matlab.html","HTTP 200; first=13732 bytes","external entry only; no login/install","PASS",""
"simulink","Simulink","download-page","前往官网下载 ↗","https://www.mathworks.com/products/simulink.html","https://www.mathworks.com/products/simulink.html","HTTP 200; first=13730 bytes","external entry only; no login/install","PASS",""
"tableau-desktop","Tableau Desktop","download-page","前往官网下载 ↗","https://www.tableau.com/support/releases","https://www.tableau.com/support/releases","HTTP 200; first=14491 bytes","external entry only; no login/install","PASS",""
"clickup-workspace","ClickUp","download-page","","","","","","FAIL","client FAIL: Packaged product row was not available: clickup-workspace"
"clickup-brain-max","ClickUp Brain MAX","download-page","前往官网下载 ↗","https://clickup.com/brain/max","https://clickup.com/brain/max","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"box-content-cloud","Box","login-required","登录后下载 ↗","https://www.box.com/drive","https://www.box.com/drive","HTTP 403; first=453 bytes","external entry only; no login/install","PASS",""
"zoom-workplace","Zoom Workplace","download-page","前往官网下载 ↗","https://www.zoom.com/en/products/virtual-meetings/download-center/","https://www.zoom.com/en/products/virtual-meetings/download-center/?cms_guid=false","HTTP 404; first=290 bytes","external entry only; no login/install","FAIL","catalog/artifact FAIL: configured official download-page returned HTTP 404 during bounded probe"
"wolfram-mathematica","Wolfram Mathematica","download-page","前往官网下载 ↗","https://www.wolfram.com/mathematica/","https://www.wolfram.com/mathematica/","HTTP 200; first=16384 bytes","external entry only; no login/install","PASS",""
"ansys-lumerical","Ansys Lumerical","download-page","前往官网下载 ↗","https://www.ansys.com/products/optics","https://ansys.synopsys.com/products/optics","HTTP 200; first=1152 bytes","external entry only; no login/install","PASS",""
"siemens-designcenter-nx","Designcenter NX","download-page","前往官网下载 ↗","https://www.siemens.com/en-us/products/designcenter/cad-software/","https://www.siemens.com/en-us/products/designcenter/cad-software/","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"siemens-rapidminer-ai-studio","Rapidminer AI Studio","download-page","前往官网下载 ↗","https://www.siemens.com/en-us/products/rapidminer/ai-studio/","https://www.siemens.com/en-us/products/rapidminer/ai-studio/","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"siemens-eigen-engineering-agent","Eigen Engineering Agent","download-page","前往官网下载 ↗","https://www.siemens.com/en-us/products/tia-portal/","https://www.siemens.com/en-us/products/tia-portal/","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"synopsys-verdi","Synopsys Verdi","download-page","前往官网下载 ↗","https://www.synopsys.com/verification/debug/verdi.html","https://www.synopsys.com/verification/debug/verdi.html","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"redis-insight","Redis Insight","download-page","前往官网下载 ↗","https://redis.io/docs/latest/operate/redisinsight/install/install-on-desktop/","https://redis.io/docs/latest/operate/redisinsight/install/install-on-desktop/","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"neo4j-desktop","Neo4j Desktop","download-page","前往官网下载 ↗","https://neo4j.com/download/","https://neo4j.com/download/","HTTP 200; first=9 bytes","external entry only; no login/install","PASS",""
"neo4j-enterprise-studio","Neo4j Enterprise Studio","download-page","前往官网下载 ↗","https://neo4j.com/product/enterprise-studio/","https://neo4j.com/product/enterprise-studio/","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"lovable-ai-app-builder","Lovable","download-page","前往官网下载 ↗","https://lovable.dev/download","https://lovable.dev/download","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"brave-browser-leo","Brave","download-page","前往官网下载 ↗","https://brave.com/download/","","BLOCKED: fetch failed","external entry only; no login/install","BLOCKED","external site/network probe unavailable"
"obsidian-desktop","Obsidian","direct-artifact","install-product","https://github.com/obsidianmd/obsidian-releases/releases/download/v1.13.4/Obsidian-1.13.4.exe","github.com","Electron authorized first data 114661 bytes; total=326879800","paused then refresh/retry data 1330707 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"discord-desktop","Discord","download-page","前往官网下载 ↗","https://discord.com/download","","BLOCKED: fetch failed","external entry only; no login/install","BLOCKED","external site/network probe unavailable"
